Case Study,Sampling Strategy,Robustness,Confidence Difference
7z,RandomSampling,0.0,0.0
7z,RandomSampling,0.001,-3.3674876056877245e-05
7z,RandomSampling,0.002,-0.012614955583173437
7z,RandomSampling,0.003,-0.04519799789514778
7z,RandomSampling,0.004,0.009268402610865256
7z,RandomSampling,0.005,0.04118073884154316
7z,RandomSampling,0.006,0.03341868202809806
7z,RandomSampling,0.007,0.04070459330807663
7z,RandomSampling,0.008,0.03912782703378781
7z,RandomSampling,0.009,0.025791532108211834
7z,RandomSampling,0.01,0.008550485130572882
7z,RandomSampling,0.011,0.025816551672959376
7z,RandomSampling,0.012,0.026414373888734688
7z,RandomSampling,0.013,0.019474349216357156
7z,RandomSampling,0.014,0.014353287940759296
7z,RandomSampling,0.015,0.010575608854384133
7z,RandomSampling,0.016,0.007789769872812324
7z,RandomSampling,0.017,0.005735996365434648
7z,RandomSampling,0.018,0.0042223849399344315
7z,RandomSampling,0.019,0.0031072144032051607
