Case Study,Sampling Strategy,Sample Set Size,Area
Dune,solverBased,110,0.005489238095977471
Dune,solverBased,120,0.004770054645768663
Dune,solverBased,130,0.004202424243644706
Dune,solverBased,140,0.0036955868559844294
Dune,solverBased,150,0.003410947370295924
Dune,solverBased,160,0.003108172841781576
Dune,solverBased,170,0.0027966201577680227
Dune,solverBased,180,0.0026031721644119436
Dune,solverBased,190,0.0024863333371436284
Dune,solverBased,200,0.0022804950539490818
Dune,solverBased,210,0.002120981137220095
Dune,solverBased,220,0.0019298378437529425
Dune,solverBased,230,0.0017616781676784452
Dune,solverBased,240,0.0015962314126380338
Dune,solverBased,250,0.001432253976933757
Dune,solverBased,260,0.0012887939028933058
Dune,solverBased,270,0.0011484705991692179
Dune,solverBased,280,0.0010180993029744296
Dune,solverBased,290,0.0010099908811278646
Dune,solverBased,300,0.000914591626477287
Dune,SRSSampling,10,-0.0010646666666661176
Dune,SRSSampling,20,-0.0002487878787834467
Dune,SRSSampling,30,0.0030726666666816486
Dune,SRSSampling,40,0.007068857142892676
Dune,SRSSampling,50,0.004074769230838648
Dune,SRSSampling,60,0.005005032258184484
Dune,SRSSampling,70,0.004288222222412739
Dune,SRSSampling,80,0.004314455284837246
Dune,SRSSampling,90,0.004324898551129586
Dune,SRSSampling,100,0.003921254902516281
Dune,SRSSampling,110,0.0037639047626441373
Dune,SRSSampling,120,0.003704054645768663
Dune,SRSSampling,130,0.0033557575769780383
Dune,SRSSampling,140,0.0031682535226510962
Dune,SRSSampling,150,0.003018280703629257
Dune,SRSSampling,160,0.0028161728417815763
Dune,SRSSampling,170,0.0026406201577680224
Dune,SRSSampling,180,0.0024631721644119437
Dune,SRSSampling,190,0.002242333337143628
Dune,SRSSampling,200,0.0022231617206157476
Dune,SRSSampling,210,0.0021623144705534285
Dune,SRSSampling,220,0.0019498378437529424
Dune,SRSSampling,230,0.0017556781676784448
Dune,SRSSampling,240,0.0018288980793047004
Dune,SRSSampling,250,0.0017382539769337567
Dune,SRSSampling,260,0.0017001272362266388
Dune,SRSSampling,270,0.0015598039325025509
Dune,SRSSampling,280,0.0015414326363077627
Dune,SRSSampling,290,0.0015699908811278643
Dune,SRSSampling,300,0.0015119249598106205
Hipacc,random,10,-5.733333333278728e-05
Hipacc,random,20,-0.0025634545454501128
Hipacc,random,30,-0.0018979999999850178
Hipacc,random,40,-0.00300380952377399
